date	views
2016-08-26	2391408
2016-08-27	2238034
2016-08-28	2590678
2016-08-29	2769708
2016-08-30	2628010
2016-08-31	2550405
2016-09-01	2578101
2016-09-02	2620799
2016-09-03	2573051
2016-09-04	2677641
2016-09-05	2851440
2016-09-06	2994147
2016-09-07	2900961
2016-09-08	2708171
2016-09-09	2502656
2016-09-10	2643872
2016-09-11	3052880
2016-09-12	2871934
2016-09-13	2894577
2016-09-14	2870824
2016-09-15	2672433
2016-09-16	2620706
2016-09-17	2954066
2016-09-18	3202328
2016-09-19	3013164
2016-09-20	3052087
2016-09-21	2973881
2016-09-22	2873733
2016-09-23	2704599
2016-09-24	2521247
2016-09-25	2954388
2016-09-26	2972840
2016-09-27	2869757
2016-09-28	3058658
2016-09-29	2975922
2016-09-30	2600449
2016-10-01	2562836
2016-10-02	3144920
2016-10-03	2976506
2016-10-04	3039129
2016-10-05	3216207
2016-10-06	2739792
2016-10-07	2680460
2016-10-08	2806165
2016-10-09	3141615
2016-10-10	3197086
2016-10-11	3131320
2016-10-12	3133557
2016-10-13	3131318
2016-10-14	2658950
2016-10-15	2810654
2016-10-16	3083021
2016-10-17	3279141
2016-10-18	3343895
2016-10-19	3344479
2016-10-20	3178433
2016-10-21	2897433
2016-10-22	2721176
2016-10-23	3028906
2016-10-24	3024199
2016-10-25	2918310
2016-10-26	2683561
2016-10-27	2522991
2016-10-28	2692111
2016-10-29	2708843
2016-10-30	3256692
2016-10-31	3187723
2016-11-01	3308380
2016-11-02	3439950
2016-11-03	3369467
2016-11-04	2985374
2016-11-05	3173466
2016-11-06	3476379
2016-11-07	3642333
2016-11-08	3452826
2016-11-09	3479594
2016-11-10	3226481
2016-11-11	2724179
2016-11-12	3103187
2016-11-13	3555368
2016-11-14	3447088
2016-11-15	3050656
2016-11-16	2739282
2016-11-17	3169486
2016-11-18	2754721
2016-11-19	3075807
2016-11-20	3438371
2016-11-21	3177008
2016-11-22	3399534
2016-11-23	3576614
2016-11-24	3731978
2016-11-25	2876509
2016-11-26	3032932
2016-11-27	3425175
2016-11-28	3530781
2016-11-29	3452019
2016-11-30	3206533
2016-12-01	3329816
2016-12-02	2836739
2016-12-03	2981331
2016-12-04	3500331
2016-12-05	3359450
2016-12-06	3443886
2016-12-07	3179392
2016-12-08	3284674
2016-12-09	2791159
2016-12-10	2788025
2016-12-11	3189205
2016-12-12	3203874
2016-12-13	3164928
2016-12-14	2918886
2016-12-15	2883424
2016-12-16	2470728
2016-12-17	2614789
2016-12-18	3097080
2016-12-19	2841285
2016-12-20	2886564
2016-12-21	2884924
2016-12-22	2494520
2016-12-23	2444775
2016-12-24	2353297
2016-12-25	2886216
2016-12-26	3077779
2016-12-27	3422009
2016-12-28	3311992
2016-12-29	3182664
2016-12-30	3003011
2016-12-31	2933515
