date	views
2017-09-26	2216906
2017-09-27	1852703
2017-09-28	1861248
2017-09-29	1749643
2017-09-30	1789289
2017-10-01	2157516
2017-10-02	2211074
2017-10-03	2338807
2017-10-04	2183100
2017-10-05	2228863
2017-10-06	2105802
2017-10-07	2087831
2017-10-08	2612722
2017-10-09	2281637
2017-10-10	2572871
2017-10-11	2236329
2017-10-12	2168730
2017-10-13	1926793
2017-10-14	1765252
2017-10-15	2092315
2017-10-16	2250513
2017-10-17	2265716
2017-10-18	2271042
2017-10-19	2286445
2017-10-20	2039735
2017-10-21	2088156
2017-10-22	2424762
2017-10-23	2425646
2017-10-24	2316771
2017-10-25	2043820
2017-10-26	1925433
2017-10-27	1943113
2017-10-28	2175811
2017-10-29	2327227
2017-10-30	2356613
2017-10-31	2424293
2017-11-01	2371101
2017-11-02	2327399
2017-11-03	1997647
2017-11-04	1961777
2017-11-05	2404226
2017-11-06	2476609
2017-11-07	2495652
2017-11-08	2392705
2017-11-09	2261847
2017-11-10	1965179
2017-11-11	1977285
2017-11-12	2418023
2017-11-13	2419112
2017-11-14	2372245
2017-11-15	2206647
2017-11-16	1998832
2017-11-17	2057028
2017-11-18	2101822
2017-11-19	2512381
2017-11-20	2553460
2017-11-21	2479509
2017-11-22	2371921
2017-11-23	2242057
2017-11-24	1961180
2017-11-25	2046471
2017-11-26	2417129
2017-11-27	2398611
2017-11-28	2518948
2017-11-29	2387486
2017-11-30	2200480
2017-12-01	1895093
2017-12-02	1908329
2017-12-03	2291519
2017-12-04	2329636
2017-12-05	2678905
2017-12-06	2878875
2017-12-07	2201952
2017-12-08	1943279
2017-12-09	1981244
2017-12-10	2320310
2017-12-11	2383762
2017-12-12	2311474
2017-12-13	2269440
2017-12-14	2152395
2017-12-15	1919948
2017-12-16	1957812
2017-12-17	2395442
2017-12-18	2244242
2017-12-19	2123095
2017-12-20	1957811
2017-12-21	1728285
2017-12-22	1515531
2017-12-23	1608310
2017-12-24	1626430
2017-12-25	2043740
2017-12-26	2164455
2017-12-27	2056128
2017-12-28	2081098
2017-12-29	2054489
2017-12-30	2165184
2017-12-31	2250642
