date	views
2020-07-04	1574470
2020-07-05	1790782
2020-07-06	1993269
2020-07-07	1840251
2020-07-08	1835219
2020-07-09	1714557
2020-07-10	1617033
2020-07-11	1972497
2020-07-12	1867957
2020-07-13	1801030
2020-07-14	1762691
2020-07-15	1788843
2020-07-16	1826813
2020-07-17	1803412
2020-07-18	1913744
2020-07-19	1936324
2020-07-20	1882471
2020-07-21	1883655
2020-07-22	1718483
2020-07-23	1723330
2020-07-24	1703891
2020-07-25	1663879
2020-07-26	1910248
2020-07-27	1774746
2020-07-28	1743000
2020-07-29	1725733
2020-07-30	1693227
2020-07-31	1653067
2020-08-01	1610935
2020-08-02	1875775
2020-08-03	1962331
2020-08-04	2047389
2020-08-05	1868806
2020-08-06	1723201
2020-08-07	1656717
2020-08-08	1592377
2020-08-09	1760178
2020-08-10	1808615
2020-08-11	1792217
2020-08-12	1726551
2020-08-13	1707988
2020-08-14	1795515
2020-08-15	1792539
2020-08-16	1877083
2020-08-17	1849839
2020-08-18	1913532
2020-08-19	1844280
2020-08-20	1724387
2020-08-21	1751335
2020-08-22	1777326
2020-08-23	2003990
2020-08-24	1887406
2020-08-25	1860493
2020-08-26	1769648
2020-08-27	1770498
2020-08-28	1709481
2020-08-29	1866191
2020-08-30	2056607
2020-08-31	1815844
2020-09-01	1977318
2020-09-02	1738553
2020-09-03	1726235
2020-09-04	1689528
2020-09-05	1786236
2020-09-06	2057634
2020-09-07	2071594
2020-09-08	1993831
2020-09-09	1887064
2020-09-10	1949410
2020-09-11	1793490
2020-09-12	1816523
2020-09-13	2069329
2020-09-14	2078712
2020-09-15	2096396
2020-09-16	2014040
2020-09-17	2007603
2020-09-18	1766578
2020-09-19	1821469
2020-09-20	2060070
2020-09-21	2146527
2020-09-22	2093636
2020-09-23	2127804
2020-09-24	2051433
2020-09-25	2047955
2020-09-26	2188048
2020-09-27	2210491
2020-09-28	2699589
2020-09-29	2379501
2020-09-30	2255856
2020-10-01	2166805
2020-10-02	2007066
2020-10-03	2081057
2020-10-04	2409651
2020-10-05	2951313
2020-10-06	2619607
2020-10-07	2628884
2020-10-08	2481580
2020-10-09	2305292
2020-10-10	2247501
2020-10-11	2504751
2020-10-12	2895415
2020-10-13	2758539
2020-10-14	3216828
2020-10-15	3137112
2020-10-16	2943411
2020-10-17	2639067
2020-10-18	2788872
2020-10-19	3301144
2020-10-20	3239817
2020-10-21	3084085
2020-10-22	3120900
2020-10-23	3070474
2020-10-24	2487711
2020-10-25	2629217
2020-10-26	2538987
2020-10-27	2491914
2020-10-28	2750985
2020-10-29	2553830
2020-10-30	2570336
2020-10-31	2642741
2020-11-01	3017344
2020-11-02	3362250
2020-11-03	3534014
2020-11-04	3719199
2020-11-05	3575838
2020-11-06	3278524
2020-11-07	2742660
2020-11-08	3256197
2020-11-09	3597114
2020-11-10	3607286
2020-11-11	3472928
2020-11-12	3415129
2020-11-13	3098965
2020-11-14	2553459
2020-11-15	3087961
2020-11-16	3331521
2020-11-17	3072055
2020-11-18	3352585
2020-11-19	3464968
2020-11-20	3148918
2020-11-21	2689273
2020-11-22	3045131
2020-11-23	3401388
2020-11-24	3348773
2020-11-25	3285908
2020-11-26	3185451
2020-11-27	2883951
2020-11-28	2532176
2020-11-29	2942656
2020-11-30	2977773
2020-12-01	2829842
2020-12-02	2743057
2020-12-03	2545939
2020-12-04	2308212
2020-12-05	2144956
2020-12-06	2576729
2020-12-07	2611114
2020-12-08	2652028
2020-12-09	2574525
2020-12-10	2572458
2020-12-11	2294186
2020-12-12	2194758
2020-12-13	2640498
2020-12-14	2569103
2020-12-15	2554216
2020-12-16	2452621
2020-12-17	2382997
2020-12-18	2175698
2020-12-19	2073381
2020-12-20	2315020
2020-12-21	2088513
2020-12-22	1986814
2020-12-23	1815428
2020-12-24	1934251
2020-12-25	2458131
2020-12-26	2523191
2020-12-27	2465258
2020-12-28	2523957
2020-12-29	2508872
2020-12-30	2471770
2020-12-31	2437304
